ID,MMPR,FREQR,POIDS_VAS,POIDS_IN,POIDS_IN_OFFN,POIDS_OPK,POIDS_ONG,POIDS_INT,POIDS_ONN,SMART_PHONE,MULTI_EQUIPE,USERS_INTERNET,Cluster,Segment_Name
6.0,20.0,5.0,0.012244398187901,0.032904799305307,0.8002512562879409,0.9123227646646896,0.3017241379280247,0.5712988192552207,0.9602744822454464,0.0,0.0,0.0,6,International
18.0,20.0,1.0,0.0,0.9303998049729232,0.254945630811086,0.6421257922965973,0.0,0.6043824701163696,0.6940516821086529,0.0,0.0,0.0,6,International
62.0,10.0,1.0,0.1520912547544708,0.6237337192568668,0.6937354988427495,0.2836468885544639,0.0,0.5180995475044425,0.3603473227140976,0.0,0.0,0.0,6,International
109.0,0.0,0.0,0.0,0.7916666666607435,0.8482972136327964,0.1813725490155948,0.0,0.8795620437956205,0.3284313725457274,0.0,0.0,0.0,6,International
123.0,42.5,4.0,0.035870578951134,0.2059439893331731,0.9861239593025232,0.1171651743197661,0.0,0.8074839980284046,0.6130691560292049,1.0,0.0,0.0,6,International
126.0,14.0,10.0,0.0071413268582854,0.4870714939343293,0.018546619457047,0.6157230343256853,0.4611072179362804,0.5118653421672972,0.9729228747742176,0.0,0.0,0.0,6,International
128.0,10.0,2.0,0.0,0.9695997947669602,0.986109273713649,0.7044638276017607,0.0,0.9949313058552152,0.0383530015384728,0.0,0.0,0.0,6,International
150.0,12.857142857142858,7.0,0.036182722749412,0.3534995977456983,0.9230769230759426,0.4707964601764605,0.0,0.5803357314143652,0.4632341110244382,0.0,0.0,0.0,6,International
230.0,10.0,1.0,0.0,0.97296124927682,0.9736959429345254,0.2054655870411072,0.0,0.5487148834421719,0.0323886639672377,0.0,0.0,0.0,6,International
241.0,20.0,1.0,0.0,0.9615888698457352,0.5491717341132519,0.3649561447750237,0.0,0.7602138220692646,0.4719225728428155,0.0,0.0,0.0,6,International
356.0,0.0,0.0,0.0,1.0,0.0355158096455494,0.9275630788614424,0.0,0.983812949640346,0.9644841903544504,0.0,0.0,0.0,6,International
425.0,10.0,1.0,0.0,0.9622488876901408,0.8678716547573133,0.3296481057009534,0.0,0.699036791409977,0.1461507347980146,0.0,0.0,0.0,6,International
440.0,20.0,1.0,0.0,0.8476602762313118,0.5114299610908647,0.1948051947912198,0.0,0.6309362279557297,0.5442176870740527,0.0,0.0,0.0,6,International
471.0,26.923076923076923,13.0,0.1598594476095108,0.1345214358637373,0.0504762389851882,0.7072498920808148,0.0770601336295359,0.4641532756476246,0.9790129293510976,0.0,0.0,0.0,6,International
487.0,16.666666666666668,3.0,0.1812875250162525,0.4641148325369107,0.0659793814430269,0.3279106857984155,0.5319148936143051,0.4615384615255514,0.9623604465704068,0.0,0.0,0.0,6,International
494.0,12.5,4.0,0.033366700032032,0.7563025210079034,0.9875555555559834,0.0826890756292992,0.3992805755338233,0.8996188055908513,0.2250420168062017,0.0,0.0,0.0,6,International
608.0,17.5,4.0,0.0,0.6580263602580833,0.2456473730155958,0.723960797545338,1.0,0.7578830613189469,0.8383575532275878,0.0,0.0,0.0,6,International
615.0,10.0,2.0,0.0095095095075075,0.5582822085882796,0.7747252747191614,0.2193251533761032,0.0,0.6449704141990826,0.4815950920268122,0.0,0.0,0.0,6,International
646.0,20.0,2.0,0.0487448208630685,0.4475917834368654,0.0659784560143774,0.6479333031966972,0.0137931034449227,0.5017123287705539,0.9417407463211416,0.0,0.0,0.0,6,International
652.0,0.0,0.0,0.0571510215741839,0.6393546346077036,0.270163285504098,0.0433407149650764,0.0,0.8863636363607587,0.8051249604540562,0.0,0.0,0.0,6,International
659.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6588021778608305,0.0,0.0,0.0,6,International
663.0,10.0,1.0,0.0,0.9041487839785408,0.0870253164539762,0.2925608011416308,0.0,0.5449438202144931,0.8726752503605151,0.0,0.0,0.0,6,International
692.0,20.0,1.0,0.0,0.0,0.0,0.5049710024818018,0.0,1.0,0.961060480529186,0.0,0.0,0.0,6,International
697.0,29.0,10.0,0.0774539877292573,0.7061522848612832,0.3605661084727364,0.5992631377652694,0.2005141388174807,0.7553372838704147,0.7316630142225639,0.0,0.0,0.0,6,International
736.0,15.416666666666666,24.0,0.041214806418505,0.636938721215745,0.1564951037268834,0.6561382245943042,0.5465888508757227,0.6672927516448375,0.8670223772502856,0.0,0.0,0.0,6,International
739.0,50.0,10.0,0.5000531971536541,0.1972421251864839,0.6970527758737611,0.2318507503004117,0.0,0.8356279382149964,0.5974043531122375,0.0,0.0,0.0,6,International
742.0,29.285714285714285,14.0,0.582138590203261,0.4339925563732137,0.1405750798718259,0.5958549222762551,0.0,0.7894606015417407,0.7064146537269869,0.0,0.0,0.0,6,International
775.0,10.0,2.0,0.0,0.4763513513470884,0.7163120567416629,0.3961148648672231,0.0,0.544474393531237,0.3733108108131305,0.0,0.0,0.0,6,International
787.0,20.0,1.0,0.5400400400392795,0.5938864629097843,0.8897058823471021,0.104803493452356,0.0,1.0,0.4716157205028509,0.0,0.0,0.0,6,International
788.0,12.142857142857142,14.0,0.0060723828027704,0.5636807817582463,0.3929500144469611,0.2620521172636194,0.2163522012620102,0.4293029871980514,0.7277687296423903,0.0,0.0,0.0,6,International
821.0,11.5625,16.0,0.5720075655220009,0.7466887417216101,0.3053328785031281,0.3355196128289467,0.8565410718460771,0.6934194751564191,0.7589998301922758,0.0,0.0,0.0,6,International
842.0,10.0,1.0,0.8289374528962041,0.1221626083388267,0.7364864864900474,0.817581510522716,0.0,0.389908256882754,0.9100288898040776,0.0,0.0,0.0,3,Fans de VAS
870.0,47.142857142857146,14.0,0.0,0.6313841598818387,0.9939482272423592,0.1514193690352171,0.0,0.6352410077184492,0.3131214115669025,0.0,0.0,0.0,6,International
871.0,13.333333333333334,6.0,0.0511901714871652,0.1330434782665497,0.7124183006387287,0.1391304347796143,0.0,0.9373913043476082,0.5,0.0,0.0,0.0,6,International
982.0,15.0,8.0,0.0555602897312692,0.2593302715468654,0.5390302613447787,0.4524903018674936,0.0698151950756886,0.5157371617863931,0.840014268516952,0.0,0.0,0.0,6,International
1049.0,32.5,8.0,0.0136054421763339,0.2650020807347666,0.6658291457280264,0.164794007489424,0.0,0.563853790617088,0.631127756968055,0.0,0.0,0.0,6,International
1061.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6,International
1083.0,12.5,4.0,0.1253446979194092,0.6367656348713036,0.0575396825416666,0.0612760581226295,0.3434343434393939,0.7004405286312756,0.7991156032846484,0.0,0.0,0.0,6,International
1157.0,16.0,5.0,0.0,0.3408691283631105,0.9977892409727406,0.3262999246413305,0.1458885941625776,0.6389943074013279,0.498116051239374,0.0,0.0,0.0,6,International
1172.0,0.0,0.0,0.0,0.8934131736519286,0.0075960679169511,0.692614770440905,0.0,0.949458483761003,0.8894211576854328,0.0,0.0,0.0,6,International
1198.0,30.0,14.0,0.6762226772699426,0.0,0.0,0.0729774353321935,0.0,0.6300872093053329,0.8485415520066175,0.0,0.0,0.0,6,International
